Acquisition,Concentration,399.40nm,404.39nm,409.38nm,414.37nm,419.37nm,424.38nm,429.38nm,434.40nm,439.41nm,444.43nm,449.45nm,454.48nm,459.51nm,464.54nm,469.58nm,474.62nm,479.67nm,484.72nm,489.77nm,494.83nm,499.89nm,504.95nm,510.02nm,515.10nm,520.17nm,525.25nm,530.34nm,535.43nm,540.52nm,545.61nm,550.71nm,555.82nm,560.93nm,566.04nm,571.15nm,576.27nm,581.40nm,586.52nm,591.65nm,596.79nm,601.93nm,607.07nm,612.22nm,617.37nm,622.52nm,627.68nm,632.84nm,638.00nm,643.17nm,648.35nm,653.53nm,658.71nm,663.89nm,669.08nm,674.27nm,679.47nm,684.67nm,689.87nm,695.08nm,700.29nm,705.51nm,710.73nm,715.95nm,721.18nm,726.41nm,731.65nm,736.89nm,742.13nm,747.38nm,752.63nm,757.88nm,763.14nm,768.40nm,773.67nm,778.94nm,784.21nm,789.49nm,794.77nm,800.06nm,805.35nm,810.64nm,815.94nm,821.24nm,826.55nm,831.85nm,837.17nm,842.48nm,847.80nm,853.13nm,858.46nm,863.79nm,869.12nm,874.46nm,879.81nm,885.16nm,890.51nm,895.86nm,901.22nm,906.58nm,911.95nm,917.32nm,922.70nm,928.07nm,933.46nm,938.84nm,944.23nm,949.63nm,955.03nm,960.43nm,965.83nm,971.24nm,976.66nm,982.07nm,987.49nm,992.92nm,998.35nm,1003.78nm,1009.22nm,1014.66nm,1020.10nm,1025.55nm,1031.00nm,1036.46nm,1041.92nm,1047.38nm,1052.85nm,1058.32nm,1063.79nm
3,0,1.004119754,0.945318401,0.947680652,0.939576566,0.924501061,0.846436203,0.744138181,0.599056005,0.45858407,0.354311228,0.286829501,0.23196587,0.200562626,0.171236843,0.141919285,0.128480881,0.11274866,0.099575862,0.087628663,0.080978878,0.075598352,0.071966939,0.067901328,0.065989159,0.064948007,0.063429877,0.063333906,0.06495972,0.065657049,0.068858169,0.071616523,0.075648792,0.080856346,0.088048719,0.09489809,0.102273017,0.114128664,0.123521611,0.138064861,0.148708612,0.161465243,0.179142907,0.193607152,0.213693798,0.227459967,0.246133119,0.272239298,0.304214925,0.331516504,0.355374843,0.37336266,0.403301597,0.430271029,0.444439739,0.465987772,0.488483518,0.505074561,0.53219378,0.56108433,0.584029317,0.602827847,0.625473499,0.635944426,0.640673995,0.651770473,0.672420025,0.698788762,0.714891374,0.723941445,0.732064366,0.728803754,0.714285731,0.708708286,0.71669358,0.728097737,0.722998738,0.718095243,0.712483525,0.701908052,0.677782655,0.653899908,0.642378569,0.635653257,0.623709917,0.62357831,0.616589427,0.61041075,0.603905261,0.607071579,0.612401605,0.616212487,0.612141728,0.609995782,0.612226248,0.613913059,0.613295197,0.607566595,0.599730134,0.592226744,0.58547318,0.582457721,0.576832891,0.576371551,0.56645304,0.559175134,0.55807656,0.56216979,0.564170301,0.562305927,0.551359713,0.543753445,0.53092885,0.520294547,0.503866374,0.480531871,0.458171815,0.436743289,0.420727462,0.413495481,0.409253508,0.410537004,0.420507997,0.431108713,0.444486231,0.463950992,0.484345913,0.509235501,0.530683279
